,duration,city,suburb,city_suburb,total,mean_duration,median_duration,max_duration,_5,6_10,11_15,16_20,21_25,26_30,31_40,41_50,51_60,61_120,120_
2019-01-02,358875.0,6157,6051,6592,19552,18.354899754500817,13.0,6578.0,2708,4850,4086,2828,1855,948,609,264,171,356,125
2019-01-03,361027.0,6681,6297,7548,21346,16.913098472781787,12.0,5551.0,2992,5545,4626,3209,2018,941,489,216,147,248,95
2019-01-04,344051.0,6281,6516,7134,20666,16.648166069873223,12.0,6088.0,3142,5514,4425,3020,1802,853,466,210,126,274,99
2019-01-05,253234.0,2866,6597,3803,13770,18.39026870007262,12.0,4244.0,2272,3320,2631,1835,1212,738,457,248,173,234,146
2019-01-06,294908.0,2735,7160,3792,14131,20.869577524591325,13.0,3390.0,2083,3121,2685,1929,1454,764,592,292,183,427,157
2019-01-07,373467.0,7630,7871,8961,25453,14.67280870624288,12.0,2290.0,3620,6897,5754,3804,2272,1155,512,176,78,132,62
2019-01-08,392790.0,8269,8319,9750,27495,14.285870158210583,12.0,643.0,3824,7377,6162,4135,2607,1184,533,193,90,175,58
2019-01-09,398803.0,7966,8096,9295,26350,15.13483870967742,12.0,8080.0,3941,7132,5836,4043,2392,1111,519,165,71,88,59
2019-01-10,377337.0,7784,7900,9061,25793,14.629434342651107,12.0,7465.0,3874,7002,5901,3858,2192,1054,480,158,65,99,62
2019-01-11,399740.0,7699,8416,8966,26179,15.269490813247259,12.0,5822.0,3862,7138,5821,3691,2304,1103,562,199,116,193,92
2019-01-12,320286.0,3403,8007,4619,16572,19.32693700217234,13.0,4665.0,2441,3916,3231,2184,1646,936,642,326,205,378,124
2019-01-13,336153.0,3309,7740,4563,16128,20.84281994047619,14.0,3702.0,2302,3631,2912,2176,1606,1000,706,369,251,511,148
2019-01-14,417992.0,8304,8540,9805,27877,14.994152885891594,12.0,1769.0,3864,7434,6188,4256,2551,1194,598,201,120,168,75
2019-01-15,420444.0,8505,8864,10367,29101,14.447750936393938,12.0,873.0,4118,7678,6491,4297,2748,1276,591,209,85,175,68
2019-01-16,365227.0,7218,7294,8732,24303,15.028062379130148,12.0,8903.0,3607,6637,5481,3654,2062,1040,404,139,60,112,48
2019-01-17,387745.0,7894,7880,9000,25849,15.000386862161012,12.0,6963.0,3857,7051,5663,3802,2321,1069,494,183,73,189,72
2019-01-18,386192.0,7682,7898,8698,25337,15.242214942574101,12.0,4487.0,3866,6883,5653,3603,2118,1057,531,177,112,185,93
2019-01-19,313955.0,3661,7627,4596,16488,19.041424065987385,13.0,3618.0,2615,3939,3117,2175,1582,874,606,326,214,324,112
2019-01-20,372320.0,3306,8257,4586,16620,22.401925391095066,14.0,3357.0,2230,3486,2890,2227,1845,1087,868,420,299,589,208
2019-01-21,384747.0,7896,8027,9301,26353,14.599741964861686,12.0,1448.0,3873,7060,5870,4021,2290,1114,531,166,83,140,76
2019-01-22,319300.0,7059,6800,8082,22881,13.954809667409641,12.0,756.0,3245,6344,5175,3412,2019,970,426,124,68,109,49
2019-01-23,369642.0,7778,7388,8949,25229,14.651472511791985,11.0,5333.0,3900,6908,5640,3686,2175,945,450,133,56,169,53
2019-01-24,349808.0,7373,7351,8446,24149,14.485403122282497,12.0,4013.0,3624,6740,5459,3534,2062,980,425,115,59,121,51
2019-01-25,381953.0,7307,7639,8110,23980,15.927981651376147,12.0,4755.0,3455,6496,5231,3490,2020,1119,554,234,128,221,108
2019-01-26,311984.0,3164,6947,4246,14894,20.946958506781254,13.0,3717.0,2244,3569,2777,1922,1385,838,616,313,191,355,147
2019-01-27,199325.0,2074,5156,2913,10498,18.986949895218135,12.0,2512.0,1775,2550,1999,1415,976,519,362,154,118,191,84
2019-01-28,380109.0,7616,7760,9189,25638,14.82600046805523,12.0,1573.0,3634,6824,5748,3851,2392,1084,467,207,95,191,72
2019-01-29,341151.0,7692,7164,8673,24528,13.908635029354208,12.0,742.0,3664,6790,5504,3579,2162,974,436,163,70,142,45
2019-01-30,381695.0,7760,7557,8955,25238,15.123821221966875,12.0,6527.0,3582,6707,5800,3753,2289,1137,518,174,87,165,60
2019-01-31,335469.0,7459,6726,8109,23245,14.431877823187783,12.0,6633.0,3516,6432,5298,3482,1926,898,413,115,66,104,44
2019-02-01,186766.0,3975,3887,4387,12742,14.657510594883064,10.0,5502.0,2202,3953,2816,1703,904,391,150,46,15,37,32
2019-02-02,259285.0,2947,6609,3908,13970,18.56012884753042,12.0,4202.0,2341,3339,2650,1910,1281,695,493,243,150,247,115
2019-02-03,301143.0,3148,6814,4023,14463,20.821613773076127,14.0,3204.0,1966,3116,2632,1969,1538,923,710,319,264,413,135
2019-02-04,253148.0,5517,5658,6138,18106,13.9814426157075,11.0,1374.0,2810,5138,4105,2638,1442,638,277,86,58,78,43
2019-02-05,350410.0,7834,7588,8890,25405,13.79295414288526,12.0,509.0,3753,7012,5727,3679,2188,1044,493,167,90,116,43
2019-02-06,418755.0,7994,7737,9142,25965,16.127671865973426,12.0,9314.0,3727,6889,5865,3839,2420,1107,530,199,93,146,58
2019-02-07,411006.0,8194,7986,9213,26427,15.552503121807243,12.0,7414.0,3784,7233,5960,3989,2310,1125,521,185,74,126,86
2019-02-08,267403.0,5194,5537,5911,17330,15.430063473744951,11.0,5084.0,2901,4950,3890,2331,1423,577,296,86,39,100,49
2019-02-09,364524.0,3807,7947,4766,17203,21.18955996047201,14.0,4782.0,2479,3652,3068,2350,1721,1113,789,469,263,478,138
2019-02-10,189633.0,2335,5089,2871,10699,17.724366763248902,12.0,3191.0,1878,2677,1968,1395,941,499,393,145,129,213,57
2019-02-11,413591.0,8181,8160,9738,27188,15.21226276298367,12.0,1445.0,3809,7105,6129,4040,2547,1216,554,216,112,263,88
2019-02-12,406571.0,8637,8645,10037,28459,14.286201201728803,12.0,783.0,4089,7676,6333,4295,2560,1236,574,180,130,180,66
2019-02-13,440507.0,8688,8805,10258,28907,15.238765696890027,12.0,5785.0,4102,7712,6356,4410,2667,1304,594,212,93,208,93
2019-02-14,466026.0,8683,9185,9946,29012,16.06321522128774,12.0,3158.0,4129,7534,6323,4213,2765,1264,699,293,167,286,141
2019-02-15,544837.0,8515,9297,9791,28575,19.066911636045493,13.0,5442.0,3783,7069,6130,4256,2768,1531,869,341,236,430,190
2019-02-16,459103.0,4550,9176,5929,20322,22.591428009054226,15.0,5029.0,2698,4113,3512,2855,2250,1358,1072,568,361,616,252
2019-02-17,628647.0,5124,11456,6769,24081,26.10551887380092,18.0,2478.0,2329,3996,3794,3479,2964,2013,1615,817,590,1310,442
2019-02-18,358647.0,6801,7250,8673,23630,15.177613203554802,12.0,2089.0,3325,6096,5282,3574,2315,1091,513,214,89,163,62
2019-02-19,461442.0,8500,8739,10259,28588,16.141108157268786,13.0,809.0,3811,7139,6252,4315,2642,1425,791,318,228,448,129
2019-02-20,499467.0,8444,8991,10244,28723,17.389095846534136,13.0,6503.0,3854,7203,6256,4369,2796,1314,732,362,226,414,153
2019-02-21,550934.0,9021,9678,10417,30182,18.253727387184416,13.0,4813.0,3801,7324,6488,4616,3013,1542,861,420,304,521,226
2019-02-22,587782.0,8596,9768,9990,29409,19.98646672787242,13.0,4647.0,3754,7112,5949,4215,2836,1587,1009,496,367,688,341
2019-02-23,800949.0,6199,13552,8263,28881,27.732730861119766,18.0,4280.0,2738,4936,4566,4137,3480,2288,1864,1025,774,1604,602
2019-02-24,733805.0,5066,12734,7157,25757,28.489536824940792,18.0,3370.0,2398,4223,4134,3501,3027,2065,1718,911,726,1604,650
2019-02-25,556022.0,9339,9599,10906,31196,17.82350301320682,13.0,1878.0,3854,7392,6671,4725,3157,1662,966,395,257,528,237
2019-02-26,589099.0,10009,10991,12182,34553,17.049141897953866,13.0,847.0,4341,8286,7456,5263,3454,1876,1019,481,258,514,234
2019-02-27,628483.0,10314,11016,12320,35034,17.939230461837074,13.0,8375.0,4314,8355,7427,5479,3542,1870,1160,465,274,556,208
2019-02-28,411723.0,8354,8006,9529,26963,15.269925453399102,12.0,4349.0,3720,7133,6114,4119,2558,1165,569,175,106,148,82
2019-03-01,479824.0,8615,8661,9628,28006,17.13290009283725,12.0,6092.0,3905,7424,6002,4005,2586,1277,715,312,182,361,135
2019-03-02,511361.0,4941,10211,6501,22537,22.68984336868261,15.0,3819.0,2758,4520,3813,3393,2456,1444,1165,623,428,793,260
2019-03-03,168433.0,1949,4695,2583,9552,17.633270519262982,12.0,2832.0,1661,2482,1815,1266,778,427,320,124,109,178,67
2019-03-04,392144.0,7899,8074,9249,26308,14.905884141705945,12.0,1779.0,3896,7077,5796,3821,2376,1133,598,199,83,163,80
2019-03-05,437526.0,8979,8798,10368,29366,14.899066948171354,12.0,547.0,4055,7702,6650,4198,2800,1316,693,243,133,258,97
2019-03-06,370943.0,7603,7895,8766,25235,14.69954428373291,12.0,7039.0,3707,6992,5704,3632,2228,1032,546,154,80,132,57
2019-03-07,372787.0,7551,7499,8578,24676,15.107270222078133,12.0,5756.0,3723,6802,5568,3518,2153,949,455,179,73,134,74
2019-03-08,354040.0,7105,7252,8143,23410,15.123451516445963,12.0,2429.0,3504,6261,5179,3436,2066,928,542,201,92,216,75
2019-03-09,433769.0,4287,9169,5544,19698,22.02096659559346,14.0,3400.0,2536,4188,3419,2640,2164,1316,1035,527,361,602,212
2019-03-10,227562.0,2447,5783,3327,11984,18.988818424566087,13.0,2659.0,1894,2788,2217,1581,1119,687,489,225,178,290,89
2019-03-11,438413.0,8266,8323,9712,27453,15.969584380577714,12.0,2140.0,3837,6867,6115,4145,2598,1309,710,235,138,256,91
2019-03-12,285524.0,6470,6428,7708,21528,13.262913415087327,11.0,640.0,3344,6152,4814,3089,1827,823,336,93,37,69,22
2019-03-13,396867.0,8042,8253,9183,26614,14.911963628165626,12.0,8307.0,4081,7301,5948,3788,2330,1084,499,164,72,134,77
2019-03-14,341639.0,7190,7344,7934,23485,14.547115179902065,11.0,3141.0,3651,6636,5158,3280,1938,889,450,152,95,159,60
2019-03-15,407295.0,7991,8010,8832,25874,15.741477931514261,12.0,4209.0,3769,6924,5585,3728,2393,1161,599,254,95,232,93
2019-03-16,273688.0,3112,6888,3949,14420,18.979750346740637,12.0,2321.0,2346,3478,2622,1939,1329,811,605,244,184,284,107
2019-03-17,314101.0,3124,6808,3823,14245,22.04991224991225,14.0,2251.0,2079,3098,2506,1986,1428,831,628,328,229,464,178
2019-03-18,423004.0,8207,8350,9848,27548,15.355161899230435,12.0,1425.0,3794,7160,6049,4160,2607,1268,631,259,128,243,106
2019-03-19,396955.0,8331,8261,9580,27339,14.519733713742273,12.0,846.0,3926,7314,6115,3924,2539,1179,575,209,109,206,76
2019-03-20,474301.0,8954,9151,10815,30176,15.71782211028632,12.0,5856.0,4181,7620,6671,4558,2954,1387,769,291,133,250,106
2019-03-21,511601.0,9514,9456,10773,31047,16.47827487357877,12.0,6444.0,4251,7879,6803,4661,3003,1387,823,339,159,298,140
2019-03-22,468260.0,7961,9237,9553,27966,16.743903311163557,12.0,5900.0,4014,7274,6001,4027,2536,1285,721,283,127,331,152
2019-03-23,628223.0,6115,10349,8078,25586,24.553388571875246,16.0,4253.0,2647,4799,4335,3758,2995,1942,1482,765,480,973,366
2019-03-24,772962.0,5600,13203,7413,27103,28.519425893812492,18.0,3055.0,2454,4340,4189,3619,3309,2323,1891,977,716,1695,703
2019-03-25,526586.0,8959,9487,11104,30931,17.024538488894635,13.0,1618.0,3950,7531,6554,4653,3140,1626,925,378,212,404,177
2019-03-26,504659.0,9262,9716,11288,31611,15.964664199171175,13.0,1191.0,4088,7784,6803,4952,3161,1565,882,357,151,396,127
2019-03-27,514282.0,9091,9606,11053,30992,16.59402426432628,12.0,6021.0,4183,7839,6790,4741,3024,1475,792,293,161,321,131
2019-03-28,532685.0,9641,9778,11261,32008,16.642245688577855,13.0,3244.0,4185,8131,6930,4843,3150,1551,881,330,155,387,137
2019-03-29,701930.0,10429,11143,11983,34994,20.05858147110933,14.0,4636.0,4203,8041,7095,5191,3622,1986,1329,614,369,762,343
2019-03-30,938296.0,7479,14575,9487,32612,28.77149515515761,18.0,4354.0,2759,5463,5311,4738,4103,2710,2050,1168,788,1726,725
2019-03-31,478225.0,4578,9184,5597,20106,23.78518850094499,16.0,2739.0,2330,3835,3362,2889,2174,1475,1051,560,393,999,291
2019-04-01,565461.0,9098,10113,11147,31560,17.917015209125474,13.0,2006.0,3958,7605,6614,4801,3260,1675,972,422,243,581,227
2019-04-02,341022.0,7181,7287,8957,24323,14.020556674752292,12.0,645.0,3568,6686,5456,3668,2178,1017,454,162,55,128,53
2019-04-03,400938.0,8080,8169,9561,26847,14.934182590233545,12.0,3228.0,3878,7129,5980,3995,2492,1167,578,204,125,197,65
2019-04-04,387538.0,7615,7665,9022,25284,15.327400727732954,12.0,5681.0,3793,6871,5669,3695,2173,1018,549,202,94,160,78
2019-04-05,464708.0,7994,8749,9496,27328,17.004830210772834,12.0,4821.0,3832,7003,5737,4013,2578,1249,822,318,181,362,144
2019-04-06,426925.0,4300,9313,5956,20188,21.147463839904894,14.0,4595.0,2818,4346,3615,2774,2025,1309,941,531,345,662,203
2019-04-07,362892.0,3264,8144,4670,16713,21.71315742236582,14.0,3642.0,2172,3521,2984,2304,1780,1013,814,427,279,586,198
2019-04-08,429879.0,7607,8548,9070,26260,16.37010662604722,12.0,1696.0,3701,6777,5544,3743,2493,1227,732,296,193,389,130
2019-04-09,363633.0,7459,7912,8889,25226,14.415008324744312,12.0,693.0,3777,6681,5490,3808,2355,1049,571,189,87,201,52
2019-04-10,608361.0,9051,10233,10925,31387,19.382578774651925,13.0,7382.0,4260,7702,6499,4645,3090,1543,955,413,239,608,255
2019-04-11,562183.0,9001,9986,10561,30655,18.339031153156093,13.0,6074.0,4138,7558,6376,4620,3082,1456,943,365,232,538,240
2019-04-12,471817.0,7894,8812,9462,27167,17.367283837008134,12.0,2818.0,3880,6933,5582,3931,2632,1305,758,375,221,395,156
2019-04-13,434038.0,4229,9195,5507,19641,22.098569319281097,14.0,4717.0,2731,4268,3560,2682,1935,1181,909,483,321,641,220
2019-04-14,493474.0,4181,10071,5763,20666,23.878544469176425,16.0,3819.0,2368,3955,3514,2848,2361,1452,1123,574,546,953,321
2019-04-15,570570.0,9198,9468,10723,30531,18.688218531983885,13.0,1601.0,3801,7178,6218,4703,3163,1692,1013,458,278,592,293
2019-04-16,531573.0,9603,9321,11161,31444,16.90538735529831,13.0,703.0,3959,7547,6714,4849,3223,1567,939,384,229,512,162
2019-04-17,770569.0,10921,11549,12890,36828,20.923454979906595,14.0,8780.0,4163,8157,7376,5695,4000,2227,1383,674,402,832,451
2019-04-18,834552.0,10924,11720,12180,36198,23.055196419691697,14.0,7500.0,4032,7948,7294,5322,3875,2103,1399,687,479,1159,526
2019-04-19,1240103.0,8605,15597,10443,36029,34.41957867273585,20.0,6737.0,2596,5269,5193,5054,4607,3272,2416,1381,982,2553,1322
2019-04-20,1442524.0,9745,16249,10770,38126,37.8357026700939,21.0,4099.0,2491,4864,5161,5124,4947,3441,3058,1854,1264,2832,1728
2019-04-21,1384780.0,8889,16122,9868,36161,38.29484804070684,22.0,3789.0,2249,4214,4747,5083,4646,3130,2946,1650,1269,3140,1805
2019-04-22,1138236.0,7497,16884,9235,34989,32.53125267941353,20.0,1439.0,2535,5039,5196,4887,4383,2976,2442,1463,925,2402,1368
2019-04-23,627043.0,9931,10901,12122,34390,18.233294562372784,14.0,890.0,4036,7987,6915,5382,3602,1970,1178,555,322,710,297
2019-04-24,602155.0,9688,10863,12312,34306,17.552468955867777,13.0,5552.0,4473,8261,7364,5162,3492,1766,1076,405,245,437,182
2019-04-25,602419.0,9941,10785,11968,34096,17.66831886438292,13.0,7022.0,4366,8419,7376,5154,3359,1790,1042,404,240,395,149
2019-04-26,575371.0,9168,10335,10934,31705,18.147642327708564,13.0,5733.0,4257,7979,6728,4659,3128,1575,858,380,257,449,167
2019-04-27,365373.0,3799,8620,5046,18212,20.062211728530638,13.0,4832.0,2810,4263,3349,2416,1694,987,739,343,239,467,158
2019-04-28,530788.0,4716,10307,6422,22377,23.720248469410556,15.0,3891.0,2671,4357,3773,3169,2391,1588,1165,648,419,906,358
2019-04-29,562505.0,9655,10640,11735,33428,16.82736029675721,13.0,1450.0,4354,8145,6987,5161,3418,1704,937,402,273,473,176
2019-04-30,666169.0,11044,12296,13470,38448,17.32649292550978,13.0,692.0,4645,9324,8014,5834,3958,1972,1313,564,307,598,281
2019-05-01,683014.0,10790,11944,13331,37609,18.160918928979765,13.0,9320.0,4792,9048,8181,5687,3714,1993,1171,476,276,503,224
2019-05-02,549771.0,9423,10230,11307,32267,17.038181423745623,13.0,6832.0,4367,8078,6794,4827,3238,1605,905,323,201,481,141
2019-05-03,485083.0,8115,8986,9648,27913,17.378389997492206,12.0,4258.0,3859,7278,5875,4075,2573,1271,774,312,178,386,168
2019-05-04,445130.0,4230,9034,5509,19574,22.74088076019209,14.0,4364.0,2498,4275,3434,2717,2013,1244,943,442,308,608,291
2019-05-05,608037.0,4881,10441,6456,22642,26.854385654977474,16.0,3029.0,2463,3988,3756,3250,2769,1644,1263,673,491,1015,466
2019-05-06,525860.0,4510,10565,6157,22188,23.700198305390302,15.0,1501.0,2797,4391,3777,3019,2447,1440,1105,556,377,942,381
2019-05-07,542030.0,9897,10950,12026,34261,15.82061235807478,13.0,771.0,4395,8410,7448,5352,3481,1742,942,392,214,379,118
2019-05-08,317826.0,5767,6889,6735,20077,15.830353140409423,11.0,9147.0,3317,5634,4452,2751,1704,779,360,126,80,108,80
2019-05-09,429205.0,8134,8861,10153,28132,15.256824968007962,12.0,5263.0,4010,7377,6269,4330,2671,1295,581,249,126,153,87
2019-05-10,608201.0,9854,11015,11689,33753,18.019168666488905,13.0,5900.0,4254,8479,7069,5068,3430,1700,1083,447,273,540,215
2019-05-11,567093.0,5248,11959,7111,25207,22.497441186971873,15.0,4888.0,3126,5265,4440,3707,2721,1677,1241,650,405,773,313
2019-05-12,863699.0,6303,15557,8678,31470,27.44515411503019,18.0,2465.0,2872,5317,5104,4512,3928,2505,1977,1069,841,1652,761
2019-05-13,672384.0,10149,12360,13335,37186,18.081643629322862,14.0,1496.0,4359,8594,7746,5978,4086,2051,1278,523,323,642,264
2019-05-14,678087.0,10697,13057,13990,39209,17.294167155500013,14.0,605.0,4535,9094,8324,6274,4244,2251,1297,561,325,597,242
2019-05-15,738594.0,10530,12839,13787,38666,19.101898308591526,14.0,8523.0,4507,8907,8268,6002,4229,2254,1309,528,271,559,322
2019-05-16,701053.0,10858,12316,13382,38050,18.424520367936925,13.0,5756.0,4495,8878,8089,5954,4029,2168,1310,529,248,583,273
2019-05-17,480084.0,8468,9754,10193,29595,16.22179422199696,12.0,3895.0,4274,7809,6387,4270,2681,1318,791,285,164,301,135
2019-05-18,682609.0,6166,12468,7975,27791,24.562232377388362,16.0,4073.0,3110,5290,4562,3815,3193,2180,1602,815,500,1085,457
2019-05-19,676457.0,5457,12535,7444,26396,25.627254129413547,16.0,3253.0,2736,4699,4454,3902,3071,1857,1514,782,582,1297,542
2019-05-20,623405.0,10020,11549,12695,35738,17.443757345122837,13.0,2090.0,4405,8486,7687,5552,3663,1889,1148,442,244,545,203
2019-05-21,719513.0,11108,13778,14318,40728,17.66629836967197,14.0,1165.0,4580,9357,8603,6459,4499,2371,1481,579,322,686,267
2019-05-22,722548.0,10829,13353,14240,39948,18.087213377390608,13.0,8200.0,4694,9547,8590,6272,4232,2229,1252,461,296,567,282
2019-05-23,784022.0,11266,14001,14185,40941,19.15004518697638,14.0,5880.0,4672,9426,8766,6462,4356,2388,1503,592,334,628,325
2019-05-24,747872.0,10049,12851,12569,36922,20.255457450842318,14.0,6307.0,4242,8562,7543,5673,3837,2164,1424,569,375,744,336
2019-05-25,918920.0,6734,15457,9438,32708,28.094655741714565,18.0,4978.0,2885,5522,5432,4681,4050,2652,2069,1180,782,1597,779
2019-05-26,727220.0,5552,12773,7298,26458,27.485826593090938,17.0,3702.0,2447,4554,4393,3830,3141,2020,1634,960,657,1363,624
2019-05-27,743589.0,5951,13369,7678,27970,26.58523417947801,17.0,2280.0,2789,4871,4611,4180,3275,2223,1603,876,589,1378,603
2019-05-28,567315.0,9371,11360,11960,33945,16.71277065841803,13.0,1078.0,4339,8167,7166,5222,3512,1751,1128,469,259,509,169
2019-05-29,515257.0,8527,10160,11121,30951,16.64750735032794,12.0,4631.0,4315,7861,6654,4669,3018,1449,850,287,181,375,149
2019-05-30,787303.0,11057,12882,13810,39046,20.163473851354812,14.0,7655.0,4416,8862,7987,6157,4370,2384,1445,645,417,729,337
2019-05-31,782456.0,10729,13355,13199,38627,20.256711626582444,14.0,4825.0,4312,8630,7730,5876,4204,2277,1641,762,449,990,412
2019-06-01,1183051.0,8203,19385,11502,40269,29.378703220839853,18.0,3560.0,3498,6799,6538,5867,4791,3101,2845,1467,941,2105,1138
2019-06-02,921270.0,6443,16871,9161,33429,27.55900565377367,17.0,3603.0,2884,5808,5761,4824,3987,2675,2123,1088,771,1714,840
2019-06-03,673680.0,10024,12249,13163,36966,18.22431423470216,14.0,2138.0,4330,8526,7681,5589,3944,2136,1399,585,340,642,264
2019-06-04,489158.0,8890,10003,11315,31530,15.514050111005393,12.0,725.0,4247,8017,6720,4763,3057,1666,876,341,147,271,103
2019-06-05,684865.0,10484,12286,13393,37644,18.19320476038678,13.0,8804.0,4760,9051,8046,5901,3772,1952,1250,450,220,519,242
2019-06-06,724770.0,10784,12127,13471,37761,19.19361245729721,13.0,7470.0,4414,8929,8009,5948,4031,2105,1275,508,281,617,265
2019-06-07,397794.0,6869,8829,8332,24910,15.969249297470895,12.0,5719.0,3731,6752,5367,3475,2262,1059,629,232,133,280,110
2019-06-08,676366.0,5708,12202,7553,26342,25.67633437096652,15.0,4219.0,2916,5117,4724,3723,3020,1840,1390,676,486,1011,560
2019-06-09,759222.0,6021,14013,7980,28898,26.27247560384802,17.0,3458.0,2816,5074,4775,4167,3633,2354,1678,866,580,1459,612
2019-06-10,189536.0,3751,4429,4591,13223,14.333812296755653,11.0,1830.0,2224,3898,2971,1762,1055,463,192,52,41,78,35
2019-06-11,542997.0,9673,10713,12084,33798,16.065950647967334,13.0,608.0,4488,8373,7355,5137,3404,1669,927,331,183,415,188
2019-06-12,406112.0,7231,7913,9101,25147,16.149520817592556,12.0,7834.0,3580,6732,5607,3687,2391,1060,609,196,86,167,130
2019-06-13,408102.0,7713,8296,9316,26284,15.526632171663369,12.0,4723.0,3770,7035,5860,3962,2493,1153,519,196,82,182,73
2019-06-14,629934.0,9330,11316,11514,33358,18.884045806103483,13.0,5149.0,4160,8027,6867,5123,3381,1765,1142,532,265,650,248
2019-06-15,672067.0,6043,12717,8031,27748,24.220376243332854,16.0,4105.0,3007,5348,4786,3953,3231,1979,1529,781,553,1128,496
2019-06-16,672380.0,5278,12399,7280,25653,26.210579659299107,17.0,2930.0,2522,4596,4338,3796,3032,2036,1544,804,557,1214,518
2019-06-17,728719.0,10699,12741,13528,38348,19.00279023677897,14.0,1655.0,4298,8783,7945,6055,4121,2303,1371,581,376,767,368
2019-06-18,456909.0,7900,9699,10620,29338,15.573965505487763,12.0,894.0,4023,7443,6329,4514,2882,1436,758,258,168,292,116
2019-06-19,569707.0,8999,10825,11751,32805,17.366468526139307,13.0,2993.0,4144,8169,7032,4949,3363,1764,984,420,190,368,192
2019-06-20,744485.0,10431,12633,13389,37928,19.628902130352245,14.0,6905.0,4505,8780,7883,5891,3994,2104,1329,633,336,671,327
2019-06-21,785235.0,10271,13424,13099,38191,20.560734204393704,14.0,4319.0,4498,8694,7643,5765,4126,2088,1552,672,414,855,487
2019-06-22,1062011.0,7797,17168,10406,36351,29.215454870567523,18.0,4922.0,3220,5965,5907,5463,4458,2900,2466,1332,850,1897,913
2019-06-23,820994.0,6326,14500,8793,30436,26.97443816533053,18.0,3020.0,2811,5115,4951,4256,3741,2558,2101,1043,690,1656,697
2019-06-24,728506.0,10528,12431,13701,38157,19.09232906150903,14.0,2721.0,4143,8517,7890,6033,4162,2261,1591,646,390,680,347
2019-06-25,655806.0,10648,12683,12981,37638,17.424039534512993,13.0,766.0,4441,8856,7771,5892,4029,2256,1269,583,326,663,226
2019-06-26,746370.0,10863,13057,13819,39213,19.03373881110856,13.0,4544.0,4578,9251,8277,6024,4184,2212,1339,528,329,684,333
2019-06-27,868314.0,11320,14189,14274,41244,21.053098632528368,14.0,7460.0,4583,9250,8598,6425,4561,2436,1577,693,370,821,469
2019-06-28,832676.0,10878,13976,13333,39507,21.07666995722277,14.0,6092.0,4444,8754,7858,6065,4252,2410,1626,719,479,1099,481
2019-06-29,1178680.0,7742,18764,10560,38100,30.936482939632548,18.0,4236.0,3178,6138,6262,5628,4640,3089,2626,1399,908,2012,1186
2019-06-30,1011053.0,7005,16499,9075,33531,30.152783990933763,18.0,3370.0,2861,5344,5310,4831,4008,2649,2349,1277,885,2018,1047
2019-07-01,769612.0,11085,12765,13599,38871,19.799130457153147,14.0,1499.0,4262,8589,7866,6213,4329,2316,1526,661,407,880,400
2019-07-02,759322.0,11337,14519,14707,42058,18.054163298302345,14.0,895.0,4744,9535,8855,6626,4583,2427,1599,668,411,838,277
2019-07-03,878488.0,11873,14907,15292,43442,20.22208922241149,14.0,8173.0,4706,9527,8963,6884,5017,2658,1818,803,368,884,444
2019-07-04,955430.0,12110,15078,15587,44176,21.627806954002175,14.0,6111.0,4560,9643,9045,7000,5003,2863,1815,862,482,981,521
2019-07-05,894239.0,11424,14965,14017,41968,21.30763915364087,14.0,5339.0,4515,9126,8247,6616,4645,2560,1772,822,529,1088,486
2019-07-06,964654.0,7346,15105,9871,33545,28.75701296765539,17.0,4695.0,3152,5846,5514,4797,3952,2695,2089,1181,770,1550,776
2019-07-07,797375.0,6076,14288,8251,29510,27.020501524906813,17.0,2901.0,2688,5134,4930,4316,3561,2331,1917,915,686,1476,661
2019-07-08,749670.0,10656,13364,13806,39267,19.091603636641455,14.0,2203.0,4349,8745,8168,6082,4362,2432,1459,716,402,761,350
2019-07-09,734408.0,11314,13630,14496,40842,17.98168551980804,14.0,760.0,4543,9483,8603,6498,4401,2395,1496,658,351,712,300
2019-07-10,837668.0,11728,14141,14647,41935,19.97539048527483,14.0,6996.0,4641,9400,8768,6787,4550,2559,1533,663,401,802,412
2019-07-11,844583.0,11607,14061,14459,41499,20.35188799730114,14.0,5867.0,4533,9403,8519,6658,4545,2494,1523,700,398,869,485
2019-07-12,859518.0,11394,14319,13872,40922,21.003812130394408,14.0,5611.0,4520,9232,8311,6267,4392,2502,1782,713,483,920,463
2019-07-13,971871.0,7569,16730,10339,35750,27.1852027972028,17.0,5153.0,3255,6280,5907,5219,4416,2882,2258,1157,790,1611,863
2019-07-14,739034.0,5782,13105,7854,27514,26.86028930726176,17.0,3192.0,2784,4990,4686,3954,3142,2160,1696,839,578,1313,599
2019-07-15,752044.0,10592,13501,13644,39063,19.25207997337634,14.0,1487.0,4378,8819,7906,6212,4379,2343,1427,616,443,832,382
2019-07-16,814655.0,11640,14981,14991,43035,18.930056930405485,14.0,1064.0,4719,9363,8977,6775,4934,2668,1615,768,454,939,400
2019-07-17,839993.0,11420,14227,14606,41586,20.198937142307507,14.0,8127.0,4582,9323,8668,6650,4693,2468,1539,670,372,866,422
2019-07-18,658348.0,9311,11976,11500,33892,19.424879027499117,13.0,7705.0,4267,8193,7095,5330,3442,1820,1114,478,252,536,260
2019-07-19,454061.0,7095,8767,8629,25347,17.9137965045173,12.0,6258.0,3560,6768,5525,3778,2325,1071,664,236,145,269,150
2019-07-20,825385.0,6860,14158,9104,30961,26.65886114789574,17.0,4575.0,2942,5551,5272,4678,3826,2382,1897,907,654,1385,628
